,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
20200710,688060.SH,688399.SH,300841.SZ,688298.SH,300782.SZ,603087.SH,300573.SZ,688051.SH,300676.SZ,688366.SH,300601.SZ,603392.SH,603444.SH,603713.SH,601888.SH,002371.SZ,603345.SH,300496.SZ,002791.SZ,002932.SZ,300661.SZ,603301.SH,000596.SZ,300842.SZ,600519.SH,300122.SZ,300767.SZ,300763.SZ,688068.SH,002920.SZ,300558.SZ,002968.SZ,300849.SZ,688026.SH,300413.SZ,603976.SH,300526.SZ,300677.SZ,300769.SZ,603737.SH,002821.SZ,603208.SH,000526.SZ,600760.SH,603658.SH,603078.SH,603666.SH,688288.SH,300725.SZ,603229.SH
20200713,600519.SH,688399.SH,300841.SZ,688111.SH,688019.SH,603087.SH,300750.SZ,603392.SH,688366.SH,688266.SH,688277.SH,000661.SZ,300661.SZ,000596.SZ,688026.SH,600436.SH,688051.SH,300852.SZ,300677.SZ,300782.SZ,300832.SZ,688036.SH,000858.SZ,300122.SZ,688027.SH,300760.SZ,688181.SH,300751.SZ,300496.SZ,002791.SZ,688126.SH,600809.SH,688188.SH,688202.SH,002594.SZ,300769.SZ,300850.SZ,688363.SH,300601.SZ,688321.SH,688085.SH,300226.SZ,300767.SZ,688123.SH,688023.SH,688288.SH,603290.SH,002985.SZ,600779.SH,300813.SZ
20200714,688027.SH,688309.SH,300841.SZ,300661.SZ,300782.SZ,603087.SH,688277.SH,300677.SZ,300751.SZ,603986.SH,000661.SZ,688012.SH,688060.SH,002959.SZ,688019.SH,300122.SZ,603392.SH,002791.SZ,300573.SZ,600436.SH,688568.SH,300842.SZ,688318.SH,600211.SH,688181.SH,688051.SH,000526.SZ,688036.SH,603883.SH,688023.SH,300741.SZ,688126.SH,002990.SZ,600298.SH,300837.SZ,002940.SZ,688108.SH,300502.SZ,603378.SH,688369.SH,603200.SH,688128.SH,300852.SZ,603590.SH,300845.SZ,300835.SZ,603613.SH,603501.SH,688186.SH,300763.SZ
20200715,688180.SH,300841.SZ,603087.SH,688165.SH,300760.SZ,000661.SZ,000596.SZ,002959.SZ,688202.SH,300815.SZ,300454.SZ,600763.SH,300785.SZ,600211.SH,603129.SH,600809.SH,300677.SZ,000526.SZ,603489.SH,603737.SH,603517.SH,002821.SZ,603127.SH,603208.SH,603976.SH,002304.SZ,300852.SZ,603605.SH,300845.SZ,603882.SH,300662.SZ,603833.SH,600276.SH,603883.SH,002705.SZ,300683.SZ,600593.SH,000568.SZ,603338.SH,603719.SH,600196.SH,002626.SZ,603939.SH,600600.SH,600872.SH,603991.SH,000895.SZ,300842.SZ,603288.SH,000860.SZ
20200716,688500.SH,688981.SH,688027.SH,688399.SH,605108.SH,300852.SZ,300845.SZ,603069.SH,300850.SZ,300843.SZ,300759.SZ,300849.SZ,300634.SZ,300561.SZ,300779.SZ,000501.SZ,000037.SZ,300847.SZ,600291.SH,300840.SZ,603138.SH,300298.SZ,300837.SZ,300846.SZ,000011.SZ,300233.SZ,300612.SZ,600685.SH,605199.SH,300023.SZ,603488.SH,603398.SH,000524.SZ,600618.SH,300565.SZ,002896.SZ,002942.SZ,300334.SZ,300748.SZ,002870.SZ,000759.SZ,601968.SH,300551.SZ,603351.SH,603239.SH,002163.SZ,000421.SZ,002655.SZ,600784.SH,002839.SZ
20200717,688399.SH,300841.SZ,600519.SH,688579.SH,603392.SH,688266.SH,601888.SH,000661.SZ,002959.SZ,300851.SZ,688567.SH,300558.SZ,688298.SH,300573.SZ,603501.SH,300760.SZ,603290.SH,300782.SZ,603489.SH,002977.SZ,300759.SZ,603345.SH,300767.SZ,688368.SH,603520.SH,002791.SZ,688202.SH,002920.SZ,688016.SH,300852.SZ,300832.SZ,603833.SH,603786.SH,603129.SH,603338.SH,600760.SH,688051.SH,603713.SH,603444.SH,002985.SZ,688021.SH,688025.SH,603378.SH,600309.SH,603605.SH,300662.SZ,300699.SZ,603590.SH,300770.SZ,002714.SZ
20200720,688256.SH,688169.SH,300661.SZ,688488.SH,688200.SH,002977.SZ,300848.SZ,002049.SZ,688016.SH,688318.SH,300750.SZ,002371.SZ,600745.SH,601888.SH,000526.SZ,603986.SH,300852.SZ,688186.SH,688025.SH,688198.SH,603737.SH,688188.SH,688002.SH,600760.SH,603833.SH,300674.SZ,600585.SH,002594.SZ,603353.SH,603236.SH,601336.SH,688051.SH,603661.SH,688058.SH,688333.SH,300573.SZ,603416.SH,603160.SH,300811.SZ,601318.SH,300829.SZ,688111.SH,688298.SH,603755.SH,300715.SZ,688199.SH,603267.SH,300837.SZ,600486.SH,002940.SZ
20200721,688580.SH,688256.SH,600519.SH,300841.SZ,002821.SZ,688027.SH,688277.SH,603444.SH,688111.SH,300601.SZ,688029.SH,300122.SZ,300661.SZ,603737.SH,688016.SH,603208.SH,688036.SH,688051.SH,603605.SH,300832.SZ,603666.SH,688188.SH,300526.SZ,603259.SH,603392.SH,000596.SZ,688019.SH,600211.SH,603658.SH,000526.SZ,600436.SH,300852.SZ,603301.SH,002791.SZ,688018.SH,688012.SH,002932.SZ,688363.SH,300760.SZ,600763.SH,688488.SH,300677.SZ,600809.SH,002920.SZ,601799.SH,688366.SH,002940.SZ,002841.SZ,300725.SZ,688060.SH
20200722,688508.SH,688561.SH,688589.SH,688069.SH,688077.SH,300841.SZ,688336.SH,688418.SH,300573.SZ,688023.SH,688111.SH,300856.SZ,688318.SH,603444.SH,300598.SZ,688060.SH,688366.SH,300122.SZ,600519.SH,601888.SH,300454.SZ,300661.SZ,688019.SH,300558.SZ,000661.SZ,300852.SZ,688277.SH,600809.SH,603087.SH,603520.SH,688256.SH,600763.SH,603392.SH,603883.SH,603666.SH,605168.SH,000710.SZ,300683.SZ,688202.SH,603881.SH,300653.SZ,300280.SZ,603517.SH,603233.SH,688268.SH,603236.SH,603590.SH,300851.SZ,002371.SZ,002626.SZ
20200723,300841.SZ,300751.SZ,688077.SH,601888.SH,688111.SH,688418.SH,603392.SH,300601.SZ,688298.SH,300122.SZ,688366.SH,688508.SH,002959.SZ,300661.SZ,300852.SZ,688333.SH,600211.SH,300573.SZ,002977.SZ,300791.SZ,300813.SZ,300759.SZ,603658.SH,002932.SZ,688036.SH,000710.SZ,300835.SZ,688019.SH,600760.SH,603976.SH,300142.SZ,300810.SZ,688180.SH,688139.SH,688016.SH,300750.SZ,603737.SH,300851.SZ,600763.SH,603259.SH,688589.SH,601799.SH,002791.SZ,300474.SZ,603129.SH,603882.SH,300848.SZ,002371.SZ,603288.SH,601012.SH
20200724,300853.SZ,300852.SZ,300851.SZ,300848.SZ,300850.SZ,300856.SZ,600211.SH,605288.SH,002829.SZ,603351.SH,300847.SZ,600764.SH,002389.SZ,600685.SH,603949.SH,300846.SZ,688069.SH,688310.SH,300722.SZ,300584.SZ,605199.SH,300581.SZ,603032.SH,000710.SZ,002664.SZ,002976.SZ,300855.SZ,300840.SZ,300024.SZ,300366.SZ,000411.SZ,601038.SH,603976.SH,600587.SH,300845.SZ,300120.SZ,002298.SZ,603488.SH,603985.SH,600988.SH,603987.SH,600812.SH,600316.SH,002124.SZ,300551.SZ,300191.SZ,600178.SH,600774.SH,600371.SH,300318.SZ
20200727,300841.SZ,600519.SH,603444.SH,300751.SZ,300782.SZ,688399.SH,300122.SZ,603392.SH,605288.SH,688019.SH,688298.SH,300858.SZ,600211.SH,002049.SZ,688580.SH,603288.SH,603039.SH,002985.SZ,000661.SZ,603976.SH,688368.SH,300618.SZ,688023.SH,300848.SZ,300638.SZ,600612.SH,300856.SZ,603806.SH,688036.SH,688488.SH,603489.SH,688169.SH,300842.SZ,300676.SZ,002557.SZ,600196.SH,300853.SZ,300685.SZ,603187.SH,002304.SZ,688029.SH,603722.SH,300857.SZ,688051.SH,300696.SZ,603069.SH,002352.SZ,300837.SZ,600570.SH,000049.SZ
20200728,600519.SH,300677.SZ,603444.SH,688580.SH,688111.SH,688027.SH,600809.SH,000858.SZ,000596.SZ,688200.SH,002990.SZ,688188.SH,300816.SZ,603236.SH,688278.SH,603301.SH,601888.SH,688026.SH,300815.SZ,300791.SZ,000661.SZ,603605.SH,688277.SH,300750.SZ,603786.SH,688002.SH,300760.SZ,300394.SZ,300856.SZ,002791.SZ,688077.SH,603517.SH,688157.SH,688202.SH,601799.SH,300618.SZ,688333.SH,603345.SH,600211.SH,300853.SZ,688368.SH,002557.SZ,002626.SZ,688256.SH,300782.SZ,002959.SZ,300573.SZ,300595.SZ,600298.SH,300579.SZ
20200729,688050.SH,688019.SH,000661.SZ,300841.SZ,688016.SH,603290.SH,688180.SH,603444.SH,688200.SH,688111.SH,300661.SZ,688318.SH,300122.SZ,603087.SH,300601.SZ,688188.SH,300782.SZ,600745.SH,300751.SZ,002371.SZ,688029.SH,688169.SH,688012.SH,600211.SH,603208.SH,688333.SH,688027.SH,688298.SH,603986.SH,603713.SH,688018.SH,603893.SH,688399.SH,688363.SH,688266.SH,603605.SH,688126.SH,300763.SZ,000710.SZ,603501.SH,601888.SH,000526.SZ,300598.SZ,000596.SZ,688058.SH,688037.SH,300750.SZ,002916.SZ,688139.SH,603160.SH
20200730,300841.SZ,688508.SH,603392.SH,688298.SH,688399.SH,688051.SH,688580.SH,600211.SH,000596.SZ,603737.SH,300661.SZ,603208.SH,605168.SH,601888.SH,300791.SZ,688200.SH,000710.SZ,600519.SH,688012.SH,603976.SH,688027.SH,300856.SZ,603408.SH,688368.SH,300763.SZ,002791.SZ,300853.SZ,300829.SZ,603087.SH,300122.SZ,300850.SZ,688157.SH,600809.SH,300842.SZ,600436.SH,688568.SH,688029.SH,688589.SH,002151.SZ,603712.SH,300858.SZ,300852.SZ,605118.SH,300813.SZ,688026.SH,603069.SH,300525.SZ,002960.SZ,300676.SZ,300835.SZ
20200731,688311.SH,300841.SZ,688019.SH,688586.SH,601888.SH,603392.SH,002371.SZ,688200.SH,002991.SZ,688333.SH,605168.SH,600211.SH,002791.SZ,300832.SZ,688111.SH,300751.SZ,300792.SZ,688012.SH,300613.SZ,300782.SZ,300760.SZ,603976.SH,603444.SH,603605.SH,605222.SH,300856.SZ,002990.SZ,300813.SZ,688016.SH,688139.SH,300142.SZ,688050.SH,688318.SH,688188.SH,300750.SZ,688023.SH,603301.SH,688981.SH,688561.SH,688256.SH,300853.SZ,688029.SH,688189.SH,002982.SZ,600763.SH,002975.SZ,300709.SZ,002812.SZ,603290.SH,300661.SZ
20200803,300841.SZ,688050.SH,688023.SH,688029.SH,688111.SH,300782.SZ,688012.SH,603392.SH,688019.SH,688366.SH,688580.SH,688016.SH,002371.SZ,688027.SH,688018.SH,300598.SZ,688200.SH,002985.SZ,600211.SH,603737.SH,688568.SH,688002.SH,002049.SZ,002977.SZ,688368.SH,688060.SH,688318.SH,688139.SH,002990.SZ,300573.SZ,002932.SZ,002992.SZ,688586.SH,600536.SH,603976.SH,603160.SH,603301.SH,688051.SH,300829.SZ,002912.SZ,688277.SH,300613.SZ,688058.SH,300676.SZ,688298.SH,688258.SH,688311.SH,688066.SH,688598.SH,300853.SZ
20200804,688366.SH,300601.SZ,605168.SH,688298.SH,300613.SZ,300852.SZ,603236.SH,002847.SZ,300829.SZ,300856.SZ,688399.SH,300853.SZ,300618.SZ,603713.SH,688309.SH,600763.SH,603444.SH,002991.SZ,300850.SZ,605399.SH,300858.SZ,300579.SZ,300576.SZ,300729.SZ,002151.SZ,300837.SZ,603005.SH,300778.SZ,601336.SH,300463.SZ,002965.SZ,300842.SZ,000661.SZ,603659.SH,603043.SH,603579.SH,300685.SZ,688051.SH,300846.SZ,603661.SH,688266.SH,605199.SH,300662.SZ,688258.SH,300557.SZ,002992.SZ,603212.SH,300767.SZ,300638.SZ,300394.SZ
20200805,603444.SH,688580.SH,688169.SH,002985.SZ,002995.SZ,688036.SH,688508.SH,600763.SH,300841.SZ,688189.SH,300573.SZ,002977.SZ,688019.SH,300853.SZ,300142.SZ,002847.SZ,603236.SH,002791.SZ,600211.SH,603833.SH,300454.SZ,688202.SH,600845.SH,688200.SH,300791.SZ,603605.SH,002991.SZ,600196.SH,603185.SH,603713.SH,688258.SH,688188.SH,002959.SZ,688020.SH,688298.SH,300858.SZ,688366.SH,300122.SZ,002049.SZ,603283.SH,300729.SZ,002151.SZ,300723.SZ,688311.SH,688006.SH,300767.SZ,300751.SZ,300685.SZ,002025.SZ,688598.SH
20200806,688338.SH,002985.SZ,002049.SZ,688188.SH,688318.SH,688004.SH,300598.SZ,603338.SH,002977.SZ,603068.SH,688018.SH,002975.SZ,002991.SZ,688311.SH,688256.SH,688200.SH,300858.SZ,600536.SH,600760.SH,300729.SZ,002151.SZ,300579.SZ,002791.SZ,300751.SZ,603713.SH,600038.SH,603267.SH,300747.SZ,300572.SZ,603069.SH,688202.SH,300856.SZ,603039.SH,603707.SH,002995.SZ,688258.SH,601066.SH,603520.SH,300696.SZ,300852.SZ,603195.SH,300763.SZ,605199.SH,603661.SH,600893.SH,688181.SH,002992.SZ,300470.SZ,300855.SZ,300436.SZ
20200807,688556.SH,002985.SZ,300601.SZ,688311.SH,300598.SZ,603392.SH,002049.SZ,002991.SZ,603520.SH,300856.SZ,300858.SZ,600536.SH,002151.SZ,688189.SH,603976.SH,300699.SZ,603039.SH,603069.SH,300763.SZ,002995.SZ,688011.SH,002847.SZ,600038.SH,688333.SH,002890.SZ,600893.SH,300578.SZ,605066.SH,002977.SZ,600511.SH,002992.SZ,300748.SZ,603859.SH,300855.SZ,000733.SZ,300489.SZ,000028.SZ,688202.SH,300726.SZ,300777.SZ,300629.SZ,300378.SZ,603087.SH,603345.SH,603486.SH,688081.SH,603806.SH,600391.SH,603583.SH,300857.SZ
20200810,688286.SH,688339.SH,002821.SZ,688019.SH,603208.SH,688012.SH,002371.SZ,300598.SZ,688516.SH,688069.SH,688598.SH,688200.SH,300776.SZ,002991.SZ,603489.SH,688111.SH,300454.SZ,688157.SH,300799.SZ,002995.SZ,603180.SH,603806.SH,300613.SZ,603833.SH,300763.SZ,688180.SH,688188.SH,603290.SH,300751.SZ,300858.SZ,688202.SH,603583.SH,603416.SH,600511.SH,002992.SZ,603661.SH,300616.SZ,601066.SH,300778.SZ,300463.SZ,300715.SZ,603859.SH,300450.SZ,300855.SZ,000661.SZ,300820.SZ,601336.SH,300702.SZ,600872.SH,002912.SZ
20200811,688155.SH,688169.SH,605100.SH,688037.SH,688311.SH,300573.SZ,300776.SZ,002991.SZ,300858.SZ,600519.SH,000799.SZ,603129.SH,002995.SZ,603489.SH,002847.SZ,603713.SH,603353.SH,300715.SZ,300855.SZ,000733.SZ,688069.SH,688106.SH,300671.SZ,603719.SH,688580.SH,300639.SZ,300837.SZ,688116.SH,300857.SZ,600316.SH,000858.SZ,603345.SH,300526.SZ,002216.SZ,603655.SH,603039.SH,688050.SH,300770.SZ,601799.SH,600641.SH,688363.SH,002151.SZ,002190.SZ,603530.SH,600363.SH,002714.SZ,002835.SZ,002785.SZ,600872.SH,002683.SZ
20200812,688313.SH,688065.SH,688200.SH,688037.SH,300661.SZ,002991.SZ,300782.SZ,002995.SZ,688169.SH,605100.SH,688025.SH,300855.SZ,300778.SZ,688312.SH,688368.SH,688189.SH,300852.SZ,605366.SH,688016.SH,688508.SH,300857.SZ,603069.SH,002460.SZ,300823.SZ,603078.SH,688268.SH,688050.SH,603160.SH,688365.SH,688012.SH,603755.SH,688516.SH,002241.SZ,688023.SH,300721.SZ,603076.SH,688388.SH,605399.SH,002466.SZ,688309.SH,300473.SZ,300579.SZ,300618.SZ,600009.SH,688069.SH,300584.SZ,002919.SZ,000877.SZ,002286.SZ,605199.SH
20200813,688185.SH,002985.SZ,688169.SH,688188.SH,002791.SZ,002991.SZ,300776.SZ,688357.SH,300613.SZ,688196.SH,601799.SH,600519.SH,688278.SH,002995.SZ,300661.SZ,688333.SH,688181.SH,002982.SZ,605100.SH,603267.SH,688189.SH,300763.SZ,002977.SZ,603208.SH,300792.SZ,688399.SH,603713.SH,600486.SH,300816.SZ,603301.SH,688368.SH,300751.SZ,688318.SH,300857.SZ,688027.SH,300639.SZ,300841.SZ,600563.SH,688298.SH,300747.SZ,300823.SZ,688366.SH,688018.SH,600316.SH,300516.SZ,300806.SZ,688025.SH,603995.SH,688011.SH,603755.SH
20200814,600519.SH,688069.SH,603444.SH,688019.SH,000596.SZ,688399.SH,002991.SZ,300454.SZ,002995.SZ,002847.SZ,300858.SZ,603039.SH,688029.SH,688188.SH,688298.SH,300661.SZ,300782.SZ,605100.SH,603236.SH,000568.SZ,603737.SH,002985.SZ,000858.SZ,300799.SZ,300852.SZ,688357.SH,688011.SH,300601.SZ,688516.SH,601799.SH,300751.SZ,603208.SH,688198.SH,688051.SH,300791.SZ,600809.SH,000799.SZ,300750.SZ,300526.SZ,300699.SZ,601689.SH,688018.SH,600038.SH,002959.SZ,688123.SH,601628.SH,300815.SZ,601336.SH,600316.SH,600779.SH
20200817,688229.SH,688318.SH,600519.SH,688335.SH,603489.SH,688185.SH,688188.SH,688157.SH,002993.SZ,688339.SH,603392.SH,300858.SZ,300816.SZ,688055.SH,300832.SZ,300613.SZ,300815.SZ,300601.SZ,603737.SH,300776.SZ,300474.SZ,600763.SH,000858.SZ,603661.SH,600132.SH,605088.SH,688139.SH,300799.SZ,603416.SH,300033.SZ,002049.SZ,688256.SH,000568.SZ,688598.SH,002920.SZ,603267.SH,000799.SZ,603236.SH,688333.SH,603345.SH,300702.SZ,300841.SZ,603976.SH,688021.SH,002371.SZ,300850.SZ,300763.SZ,688266.SH,300671.SZ,688069.SH
20200818,688521.SH,688519.SH,688111.SH,688027.SH,688399.SH,600519.SH,300613.SZ,601799.SH,688357.SH,002821.SZ,603345.SH,688208.SH,000661.SZ,688185.SH,603338.SH,603713.SH,688029.SH,603666.SH,603489.SH,603087.SH,688598.SH,002791.SZ,300816.SZ,688229.SH,300226.SZ,300792.SZ,603290.SH,300815.SZ,603416.SH,600132.SH,000596.SZ,300624.SZ,603195.SH,300702.SZ,002982.SZ,300715.SZ,605388.SH,688099.SH,300829.SZ,603520.SH,688069.SH,603353.SH,300474.SZ,688023.SH,000028.SZ,002541.SZ,300760.SZ,688065.SH,603069.SH,603661.SH
20200819,688379.SH,603931.SH,000596.SZ,603288.SH,603737.SH,688208.SH,300787.SZ,603129.SH,603501.SH,603345.SH,300492.SZ,002993.SZ,300244.SZ,600118.SH,688088.SH,000895.SZ,603520.SH,000869.SZ,603076.SH,002190.SZ,603882.SH,688077.SH,603811.SH,300702.SZ,002557.SZ,605088.SH,300778.SZ,603535.SH,603579.SH,002041.SZ,002833.SZ,000025.SZ,300859.SZ,000568.SZ,603697.SH,603416.SH,603378.SH,002352.SZ,601100.SH,600976.SH,605388.SH,603809.SH,603719.SH,603883.SH,002216.SZ,603027.SH,002956.SZ,603180.SH,002982.SZ,603856.SH
20200820,603444.SH,688393.SH,688596.SH,688229.SH,688368.SH,603087.SH,300776.SZ,002982.SZ,688339.SH,603345.SH,300778.SZ,002993.SZ,603392.SH,300841.SZ,300630.SZ,688357.SH,600745.SH,688139.SH,688069.SH,002821.SZ,603931.SH,603338.SH,688157.SH,300676.SZ,300846.SZ,605168.SH,603535.SH,002735.SZ,600511.SH,300618.SZ,603076.SH,300859.SZ,603697.SH,300850.SZ,600389.SH,300677.SZ,002241.SZ,603787.SH,688037.SH,605388.SH,603267.SH,603348.SH,600521.SH,300856.SZ,002932.SZ,603882.SH,300791.SZ,605199.SH,300347.SZ,300120.SZ
20200821,605178.SH,603444.SH,688229.SH,688069.SH,688188.SH,002821.SZ,688339.SH,600519.SH,300454.SZ,002991.SZ,300832.SZ,688580.SH,688050.SH,002847.SZ,300852.SZ,300601.SZ,300776.SZ,688202.SH,603129.SH,300760.SZ,300226.SZ,300858.SZ,600436.SH,300729.SZ,603039.SH,002791.SZ,300725.SZ,300789.SZ,300751.SZ,300792.SZ,300856.SZ,603737.SH,300787.SZ,601888.SH,300661.SZ,600872.SH,002993.SZ,300642.SZ,688111.SH,600809.SH,603501.SH,688318.SH,603076.SH,605008.SH,600600.SH,603883.SH,603713.SH,688036.SH,300685.SZ,300759.SZ
20200824,300863.SZ,300869.SZ,300864.SZ,300875.SZ,300866.SZ,300860.SZ,300872.SZ,300870.SZ,300865.SZ,300841.SZ,300876.SZ,300878.SZ,300868.SZ,300862.SZ,300877.SZ,300871.SZ,300873.SZ,300867.SZ,300861.SZ,600519.SH,300454.SZ,688169.SH,300526.SZ,688229.SH,300613.SZ,002982.SZ,000596.SZ,300751.SZ,300829.SZ,688202.SH,300750.SZ,300782.SZ,300816.SZ,600763.SH,688037.SH,688060.SH,300815.SZ,000858.SZ,300770.SZ,300136.SZ,300729.SZ,300677.SZ,300724.SZ,002993.SZ,600809.SH,603939.SH,300767.SZ,603489.SH,603076.SH,300709.SZ
20200825,300877.SZ,600519.SH,300867.SZ,300876.SZ,300873.SZ,300869.SZ,300878.SZ,300875.SZ,300865.SZ,300866.SZ,300871.SZ,688050.SH,300862.SZ,300870.SZ,605123.SH,300033.SZ,300526.SZ,300868.SZ,000858.SZ,300860.SZ,688051.SH,000568.SZ,000596.SZ,300791.SZ,300751.SZ,300861.SZ,600809.SH,300864.SZ,603444.SH,300857.SZ,603605.SH,688318.SH,603236.SH,688393.SH,601888.SH,000661.SZ,600763.SH,002993.SZ,688366.SH,605255.SH,300872.SZ,688198.SH,300801.SZ,688188.SH,300579.SZ,300785.SZ,300760.SZ,688027.SH,002304.SZ,300386.SZ
20200826,688356.SH,688050.SH,300613.SZ,600436.SH,300876.SZ,002352.SZ,000596.SZ,300865.SZ,300751.SZ,300662.SZ,300725.SZ,605178.SH,688036.SH,300864.SZ,603288.SH,300759.SZ,300815.SZ,603931.SH,605123.SH,000661.SZ,688099.SH,603882.SH,300642.SZ,300015.SZ,600763.SH,300862.SZ,300413.SZ,603709.SH,300852.SZ,603236.SH,600132.SH,300595.SZ,300461.SZ,300692.SZ,603456.SH,002993.SZ,603129.SH,603589.SH,300120.SZ,300787.SZ,603899.SH,300106.SZ,603877.SH,300313.SZ,603127.SH,002594.SZ,601799.SH,300859.SZ,300363.SZ,603713.SH
20200827,688019.SH,300782.SZ,300791.SZ,688016.SH,300613.SZ,688200.SH,300829.SZ,688012.SH,688508.SH,002991.SZ,603288.SH,300750.SZ,300760.SZ,688229.SH,688399.SH,603658.SH,688111.SH,688202.SH,002985.SZ,002821.SZ,300832.SZ,002993.SZ,603489.SH,600763.SH,688029.SH,688311.SH,603345.SH,300725.SZ,300624.SZ,600436.SH,688126.SH,300676.SZ,603160.SH,300661.SZ,688256.SH,002847.SZ,300573.SZ,688023.SH,688037.SH,002932.SZ,000596.SZ,603127.SH,002049.SZ,300870.SZ,688521.SH,688318.SH,600600.SH,603931.SH,603444.SH,603290.SH
20200828,688289.SH,688215.SH,300841.SZ,688408.SH,600519.SH,688017.SH,603392.SH,300751.SZ,603444.SH,601888.SH,300729.SZ,000596.SZ,300760.SZ,002821.SZ,603129.SH,002304.SZ,688366.SH,300033.SZ,600436.SH,000661.SZ,000568.SZ,688023.SH,300767.SZ,300792.SZ,603520.SH,300601.SZ,002352.SZ,603883.SH,300612.SZ,000799.SZ,000538.SZ,688318.SH,300859.SZ,300347.SZ,300122.SZ,300815.SZ,002932.SZ,000895.SZ,600570.SH,002791.SZ,300870.SZ,300482.SZ,688050.SH,603931.SH,688026.SH,605123.SH,300770.SZ,603378.SH,688018.SH,688089.SH
20200831,688169.SH,600519.SH,300866.SZ,600436.SH,688229.SH,605288.SH,688569.SH,688111.SH,300856.SZ,603489.SH,600763.SH,603755.SH,002993.SZ,000799.SZ,603613.SH,300829.SZ,300812.SZ,688508.SH,300671.SZ,300789.SZ,688202.SH,300747.SZ,688357.SH,603931.SH,600563.SH,603353.SH,605123.SH,688311.SH,688069.SH,300776.SZ,300702.SZ,688019.SH,603345.SH,688408.SH,002977.SZ,688208.SH,603076.SH,000661.SZ,603605.SH,688011.SH,300677.SZ,603661.SH,603517.SH,688051.SH,300806.SZ,300801.SZ,600809.SH,300864.SZ,300368.SZ,603535.SH
20200901,300880.SZ,300881.SZ,300879.SZ,688169.SH,603444.SH,600519.SH,603155.SH,688188.SH,601888.SH,603345.SH,002594.SZ,603659.SH,688157.SH,300750.SZ,603489.SH,688356.SH,002985.SZ,300817.SZ,300724.SZ,605123.SH,300751.SZ,603833.SH,688016.SH,600563.SH,688017.SH,603288.SH,688388.SH,601799.SH,002812.SZ,603129.SH,300820.SZ,300037.SZ,002850.SZ,603931.SH,300760.SZ,603583.SH,300722.SZ,300869.SZ,300696.SZ,600764.SH,601012.SH,000538.SZ,688019.SH,688466.SH,002919.SZ,002025.SZ,603882.SH,300613.SZ,300699.SZ,688185.SH
20200902,688513.SH,600436.SH,688056.SH,603236.SH,688111.SH,688550.SH,603129.SH,300613.SZ,688408.SH,688229.SH,603345.SH,603288.SH,688169.SH,603195.SH,002982.SZ,605123.SH,300648.SZ,688017.SH,002993.SZ,601888.SH,300855.SZ,688318.SH,000538.SZ,300815.SZ,688368.SH,600763.SH,688516.SH,300722.SZ,688363.SH,688011.SH,300873.SZ,603155.SH,688185.SH,300758.SZ,300033.SZ,300628.SZ,601100.SH,000951.SZ,300729.SZ,002919.SZ,603087.SH,300491.SZ,300313.SZ,300598.SZ,688369.SH,300454.SZ,002812.SZ,300470.SZ,002847.SZ,300246.SZ
20200903,688378.SH,688339.SH,688185.SH,300526.SZ,603501.SH,002991.SZ,688277.SH,300782.SZ,688017.SH,688521.SH,688286.SH,002304.SZ,688289.SH,688202.SH,605123.SH,688580.SH,300661.SZ,603605.SH,688418.SH,603986.SH,002997.SZ,688065.SH,300676.SZ,002371.SZ,300841.SZ,300795.SZ,688399.SH,002982.SZ,000596.SZ,300313.SZ,688298.SH,300573.SZ,000858.SZ,688188.SH,688311.SH,603185.SH,000568.SZ,603290.SH,688508.SH,688180.SH,002993.SZ,688027.SH,600779.SH,300785.SZ,002999.SZ,603589.SH,688366.SH,000951.SZ,300085.SZ,002821.SZ
20200904,688390.SH,688357.SH,300841.SZ,603290.SH,300782.SZ,688408.SH,688200.SH,300661.SZ,688012.SH,300576.SZ,688378.SH,300122.SZ,603208.SH,300656.SZ,688256.SH,688180.SH,688019.SH,300708.SZ,688202.SH,300871.SZ,300769.SZ,300751.SZ,300280.SZ,300046.SZ,300373.SZ,300346.SZ,688233.SH,300589.SZ,300457.SZ,300870.SZ,300818.SZ,688339.SH,300397.SZ,300672.SZ,300598.SZ,300709.SZ,300666.SZ,300601.SZ,300689.SZ,603757.SH,605333.SH,300223.SZ,300860.SZ,300820.SZ,300791.SZ,688561.SH,300866.SZ,605123.SH,603026.SH,688589.SH
20200907,300802.SZ,300880.SZ,300313.SZ,002594.SZ,688111.SH,300708.SZ,300729.SZ,300598.SZ,300859.SZ,688368.SH,300467.SZ,688089.SH,300625.SZ,300695.SZ,300817.SZ,603129.SH,605333.SH,300656.SZ,300449.SZ,688208.SH,300373.SZ,688157.SH,300647.SZ,600593.SH,603757.SH,002940.SZ,300487.SZ,300650.SZ,300795.SZ,300710.SZ,002977.SZ,002997.SZ,300461.SZ,688580.SH,603536.SH,300686.SZ,002581.SZ,300358.SZ,300102.SZ,300554.SZ,300721.SZ,688233.SH,300484.SZ,601702.SH,688002.SH,300220.SZ,603026.SH,300376.SZ,300008.SZ,300731.SZ
